"id","geom","fid"
1662,POINT (362507.885470478 4202834.089853011),1663
1663,POINT (314947.4571976106 4160263.122910056),1664
1664,POINT (262695.83528231597 4093309.745753666),1665
1665,POINT (350465.21720280126 4197433.677618502),1666
1666,POINT (440166.796405791 4106439.030102961),1667
1667,POINT (534935.4818229252 4143816.845772172),1668
1668,POINT (240098.5685362752 4037433.1230299687),1669
1669,POINT (510993.6143243107 4145825.3105572793),1670
1670,POINT (263849.4617961771 4151828.7961708666),1671
1671,POINT (390649.4967635383 4198263.467219932),1672
1672,POINT (240176.93198185434 4042641.5103452206),1673
1673,POINT (571712.4296835698 4139764.1974444566),1674
1674,POINT (329223.71208423877 4213266.625211792),1675
1675,POINT (443203.52663617214 4214441.300209155),1676
1676,POINT (376708.51386514836 4182335.9296765653),1677
1677,POINT (375657.54087950726 4153606.536986705),1678
1678,POINT (349192.2962952427 4045580.5228262357),1679
1679,POINT (314289.6381649531 4221671.477096074),1680
1680,POINT (265085.2200390129 4096397.908516851),1681
1681,POINT (373867.26270276436 4184608.217959444),1682
1682,POINT (435635.726920288 4225784.098397485),1683
1683,POINT (425509.62289436656 4183366.8234777),1684
1684,POINT (440862.65117962245 4119259.0503755403),1685
1685,POINT (316164.2816571471 4176927.8873471566),1686
1686,POINT (337792.6643571494 4045499.069042454),1687
1687,POINT (439897.962487939 4107439.9146853727),1688
1688,POINT (560191.3597260057 4079166.1284085885),1689
1689,POINT (300929.3735648894 4122651.135425574),1690
1690,POINT (396301.1550241083 4197923.229781442),1691
1691,POINT (255113.06103190803 4085340.55605563),1692
1692,POINT (434488.0274139529 4225145.779514777),1693
1693,POINT (332338.25342127704 4167400.0109161516),1694
1694,POINT (414811.4010059607 4211098.247802336),1695
1695,POINT (399242.4870045865 4199811.08719301),1696
1696,POINT (389909.672670991 4178562.9143593726),1697
1697,POINT (401010.9922486372 4177302.9986261167),1698
1698,POINT (344374.76531491993 4121723.760692694),1699
1699,POINT (315353.8001160969 4040429.872382374),1700
1700,POINT (414045.177827176 4177055.3290539132),1701
1701,POINT (351845.60680038435 4184983.3203528253),1702
1702,POINT (577892.7237572984 4140068.1990140034),1703
1703,POINT (399138.58356185764 4177484.2551556122),1704
1704,POINT (440377.9985149281 4118179.4001217484),1705
1705,POINT (360496.00420733134 4172093.6987551097),1706
1706,POINT (577110.0429213146 4052702.20368791),1707
1707,POINT (289692.6124092949 4163745.5602350235),1708
1708,POINT (284047.4489647456 4115744.9379283506),1709
1709,POINT (282594.1111965362 4160607.9422085015),1710
1710,POINT (365595.6732476036 4215515.592164989),1711
1711,POINT (441277.3293363174 4099335.179081859),1712
1712,POINT (448905.9418629064 4086063.8213099674),1713
1713,POINT (374909.44211635145 4198729.986366978),1714
1714,POINT (448725.73963024264 4072024.9702676022),1715
1715,POINT (505614.1630822217 4139497.356063843),1716
1716,POINT (442597.6556311316 4094529.249083636),1717
1717,POINT (353053.16941263276 4163814.361227811),1718
1718,POINT (583644.067089277 4094592.1883616815),1719
1719,POINT (298684.75243899645 4150136.355196914),1720
1720,POINT (429161.3419878989 4195590.832668009),1721
1721,POINT (445160.5511702771 4091854.41332686),1722
1722,POINT (239800.38757939436 4031617.6661521075),1723
1723,POINT (366810.66495267255 4219596.765651298),1724
1724,POINT (367712.92338247516 4193525.692709312),1725
1725,POINT (412930.954100355 4172315.67668735),1726
1726,POINT (383079.7101652982 4158718.6708758106),1727
1727,POINT (432262.622439732 4223399.751703943),1728
1728,POINT (299031.010637253 4121158.867614135),1729
1729,POINT (153757.53999901333 4132440.1835458274),1730
1730,POINT (582622.4070037471 4090939.4718387323),1731
1731,POINT (442743.11129911256 4230711.217907389),1732
1732,POINT (427685.5221923952 4184397.9486985207),1733
1733,POINT (441624.12224029185 4097414.5871252287),1734
1734,POINT (381756.705055389 4156816.7936630007),1735
1735,POINT (375681.0213190182 4182603.860011004),1736
1736,POINT (278320.41934819083 4112380.965619098),1737
1737,POINT (421763.557386064 4148228.4761303463),1738
1738,POINT (266476.33854281734 4135859.7877423456),1739
1739,POINT (224106.40421711854 4067376.0068984283),1740
1740,POINT (247554.08709144787 4006852.4139438495),1741
1741,POINT (442777.50357180904 4114313.1851985957),1742
1742,POINT (230999.39245818983 3966237.3903757543),1743
1743,POINT (427799.524421769 4215806.973309912),1744
1744,POINT (250256.68393120746 4014899.2238691896),1745
1745,POINT (305105.3624096427 4230646.578164478),1746
1746,POINT (332040.0245433686 4145942.482800265),1747
1747,POINT (405725.9612017454 4177507.395376619),1748
1748,POINT (296767.5577284701 4119527.7538975426),1749
1749,POINT (243854.62894586063 4022761.0600700704),1750
1750,POINT (365224.916015626 4197399.551501462),1751
1751,POINT (262584.3189584528 4134154.971137214),1752
1752,POINT (371041.88855418 4196972.630400436),1753
1753,POINT (243056.50685502702 4138981.6450085933),1754
1754,POINT (461204.0953641373 4239806.014847366),1755
1755,POINT (419416.59037323593 4151512.565200035),1756
1756,POINT (255205.8520779486 4145066.6286510024),1757
1757,POINT (242953.16078784264 4127085.927487973),1758
1758,POINT (370394.3188792874 4233827.151470404),1759
1759,POINT (349318.26503435697 4074668.6150530493),1760
1760,POINT (282761.3504346189 4141692.3844263433),1761
1761,POINT (160816.72905817386 4123715.879998077),1762
1762,POINT (224074.13123017413 4063669.6317357835),1763
1763,POINT (326659.8975948 4141853.0690785176),1764
1764,POINT (286872.6320460353 4162388.2954949266),1765
1765,POINT (235765.90487235153 3976645.138186846),1766
1766,POINT (238208.8326939745 4131293.4029202773),1767
1767,POINT (255917.55637438752 4086072.2281894423),1768
1768,POINT (231965.0902157732 4140215.938750208),1769
1769,POINT (337157.1546362761 4185153.667470661),1770
1770,POINT (427170.0212845968 4219292.415316727),1771
1771,POINT (274298.4550332985 4108520.1663333396),1772
1772,POINT (241498.2775514961 4117083.0604009437),1773
1773,POINT (385588.895751001 4180565.632190756),1774
1774,POINT (592703.7368855153 4129359.538169357),1775
1775,POINT (588093.2804572358 4107999.859779145),1776
1776,POINT (374085.727064203 4151826.7062600926),1777
1777,POINT (252555.0846828315 4082656.766555686),1778
1778,POINT (294541.5702893186 4146382.4272106895),1779
1779,POINT (372221.4902159833 4197768.408724625),1780
1780,POINT (429096.2751117902 4219798.947156211),1781
1781,POINT (243364.10983061188 4054543.750617431),1782
1782,POINT (223188.02977066228 4134282.230460134),1783
1783,POINT (450535.0248863893 4083533.4367468823),1784
1784,POINT (203216.1327697715 4128712.820285336),1785
1785,POINT (371701.9711959229 4183845.285392722),1786
1786,POINT (428713.1635717182 4140225.4094564626),1787
1787,POINT (165743.99008242655 4114148.1284547388),1788
1788,POINT (243681.47525087104 4056281.198376344),1789
1789,POINT (412587.35491956526 4175538.6500887647),1790
1790,POINT (319126.17367005354 4135303.594055895),1791
1791,POINT (345710.73476622865 4158730.262076639),1792
1792,POINT (587543.7528089538 4140608.3164778575),1793
1793,POINT (536846.8347566565 4142244.888639052),1794
1794,POINT (360978.1136972027 4100311.079658307),1795
1795,POINT (333299.31605233304 4147193.557729838),1796
1796,POINT (359970.2370242579 4100513.49661116),1797
1797,POINT (401648.639071156 4200788.207967217),1798
1798,POINT (533894.4419339093 4144685.977123027),1799
1799,POINT (237339.34323067992 4127295.75574608),1800
1800,POINT (359912.24356002413 4197632.234369229),1801
1801,POINT (326195.29820510105 4181404.0993604786),1802
1802,POINT (287307.8058083962 4240605.185984855),1803
1803,POINT (347760.3619853506 4178469.00352248),1804
1804,POINT (272794.20185247384 4106821.4635250564),1805
1805,POINT (619304.8515415168 4031825.901853048),1806
1806,POINT (246120.99481740355 4118337.9759311816),1807
1807,POINT (370085.5847264594 4192583.807102324),1808
1808,POINT (244171.28729985587 4135561.9949641433),1809
1809,POINT (341197.53966179583 4153854.7697023507),1810
1810,POINT (301654.4873278424 4233030.654084528),1811
1811,POINT (292156.31574020075 4118497.3887855913),1812
1812,POINT (448288.8945062355 4068026.2311441517),1813
1813,POINT (263693.2710255886 4095337.4483631584),1814
1814,POINT (354168.0750975372 4198060.8658855595),1815
1815,POINT (366718.2344114847 4193694.6566147883),1816
1816,POINT (301863.89378589805 4123241.4305772777),1817
1817,POINT (307805.2065245536 4228293.6829562355),1818
1818,POINT (373175.5523766948 4241432.580695064),1819
1819,POINT (588619.510374579 4140710.2551310365),1820
1820,POINT (339903.7001651851 4152902.553038713),1821
1821,POINT (432076.6414593274 4212133.752724856),1822
1822,POINT (309949.2097970281 4128331.490157963),1823
1823,POINT (252108.43571878105 4129546.767204298),1824
1824,POINT (335271.3166295495 4148814.932279224),1825
1825,POINT (327377.95567911875 4142835.251208577),1826
1826,POINT (318607.45694701537 4041202.1726832753),1827
1827,POINT (308876.8643604629 4156951.7434925353),1828
1828,POINT (383332.7225955964 4197356.7516159415),1829
1829,POINT (446601.8889744349 4233391.929895389),1830
1830,POINT (156371.35854130425 4103300.370518461),1831
1831,POINT (216121.3059008331 4057763.017941442),1832
1832,POINT (270728.3405268953 4154701.3699145596),1833
1833,POINT (574567.3756934628 4141425.1935279896),1834
1834,POINT (322886.62807721604 4162667.4181047613),1835
1835,POINT (375600.7717060908 4246080.030304134),1836
1836,POINT (237821.16367895648 4135146.576489679),1837
1837,POINT (354755.75985443697 4065350.2281766953),1838
1838,POINT (244363.02769657059 4060287.7796901455),1839
1839,POINT (532700.4250858985 4145617.771615127),1840
1840,POINT (161504.45512280145 4108537.370700503),1841
1841,POINT (248894.90714540926 4076016.442162834),1842
1842,POINT (369030.62638645404 4192980.740368415),1843
1843,POINT (529265.2261087298 4148589.1553605804),1844
1844,POINT (459033.7272488292 4239248.4514023885),1845
1845,POINT (382807.4114472058 4180886.9923667056),1846
1846,POINT (408872.4207106249 4176987.171877497),1847
1847,POINT (344891.6665707181 4157453.2840463547),1848
1848,POINT (422404.592594174 4217054.622732425),1849
1849,POINT (402136.6670809885 4177163.6439558887),1850
1850,POINT (312084.36666871666 4174903.8401077054),1851
1851,POINT (428491.31705402187 4199064.06180258),1852
1852,POINT (250975.6702190358 4141640.7329153665),1853
1853,POINT (352093.31514779973 4158229.870779392),1854
1854,POINT (419120.09369077004 4214279.889796446),1855
1855,POINT (333880.5104974516 4044527.0928498344),1856
1856,POINT (238486.08576695813 4135987.2544534956),1857
1857,POINT (240664.3242503055 4043831.498470191),1858
1858,POINT (199775.62946773248 4128017.9465599484),1859
1859,POINT (361923.5754456997 4198616.166332537),1860
1860,POINT (281525.26666462363 4159999.6361296126),1861
1861,POINT (238817.95637483647 4145474.1628795615),1862
1862,POINT (347946.15333494975 4116497.0407552924),1863
1863,POINT (307128.47891540366 4125555.2883424647),1864
1864,POINT (467864.5511517344 4252715.984180855),1865
1865,POINT (413282.49846727436 4168786.5459507387),1866
1866,POINT (539384.8172333598 4139935.792245619),1867
1867,POINT (381696.7917040371 4181220.8537884867),1868
1868,POINT (274421.3550490258 4138427.877127143),1869
1869,POINT (269277.20695833006 4101785.9557623505),1870
1870,POINT (406264.9560495004 4204113.710766447),1871
1871,POINT (345954.1661873247 4118972.4792185207),1872
1872,POINT (243351.38762309955 4023659.496799933),1873
1873,POINT (474034.7819160988 4211822.844462097),1874
1874,POINT (361531.82691633794 4172819.0151754175),1875
1875,POINT (371564.4518038888 4236866.14894652),1876
1876,POINT (388712.5218504322 4179431.836685854),1877
1877,POINT (335716.56878111634 4045578.008292496),1878
1878,POINT (239920.41665685232 4041470.3222005754),1879
1879,POINT (370216.44055939297 4181976.965325533),1880
1880,POINT (614671.928921963 4034071.1360405246),1881
1881,POINT (454217.418541475 4201310.454288266),1882
1882,POINT (367432.449844906 4061521.134448201),1883
1883,POINT (328335.76723417937 4164520.244774849),1884
1884,POINT (347798.2594450021 4200594.78919851),1885
1885,POINT (355554.88902431715 4101631.957722099),1886
1886,POINT (305714.33916534187 4124688.904534301),1887
1887,POINT (271732.3731890302 4154914.832723413),1888
1888,POINT (250064.99227087267 4012167.3687275),1889
1889,POINT (352663.89331315015 4088094.738864708),1890
1890,POINT (368618.3354285069 4228847.375885665),1891
1891,POINT (443758.8342018646 4115940.533727948),1892
1892,POINT (248664.573016322 4018084.282323092),1893
1893,POINT (296447.0632765373 4166373.155913681),1894
1894,POINT (267041.6932544232 4098581.8328068163),1895
1895,POINT (449395.35818013817 4207510.531401445),1896
1896,POINT (526604.34944905 4150903.184300141),1897
1897,POINT (403365.0739381458 4177003.014992844),1898
1898,POINT (247940.65927848362 4138918.5341666113),1899
1899,POINT (300722.3576741851 4151391.370704516),1900
1900,POINT (358746.8339771353 4169982.370769271),1901
1901,POINT (309599.7330700325 4173885.3856084542),1902
1902,POINT (394657.2560706143 4177240.3338004374),1903
1903,POINT (397128.68053194386 4198495.410039459),1904
1904,POINT (268274.7251501681 4153674.996195682),1905
1905,POINT (289947.4445001851 4118117.191572278),1906
1906,POINT (461179.20830096287 4207596.676817283),1907
1907,POINT (599707.4618633883 4041323.3040123098),1908
1908,POINT (595623.3424734913 4120938.395998885),1909
1909,POINT (279845.9105931393 4140522.565754097),1910
1910,POINT (395368.82830239524 4197438.751972719),1911
1911,POINT (270157.30646181013 4103957.403744296),1912
1912,POINT (407719.80120029434 4208459.095858148),1913
1913,POINT (377629.7668370138 4181693.236041131),1914
1914,POINT (234554.40824170978 3958011.980306812),1915
1915,POINT (312152.60667800304 4158564.947004855),1916
1916,POINT (550858.5446471298 4134299.3352232524),1917
1917,POINT (263502.4666074663 4134651.00341973),1918
1918,POINT (609971.163022192 4036349.2488371744),1919
1919,POINT (250684.30481703562 4128835.2924599065),1920
